Số báo danh,Khối Thi,Toán,Ngữ Văn,Ngoại Ngữ,Vật Lý,Hóa Học,Sinh Học,Lịch Sử,Địa lý,GDCD
01082431,khtn,7.4,4.75,6,6,2.75,6,-1,-1,-1
01082432,khtn,7.6,3,7,6.75,4.5,6.25,-1,-1,-1
01082433,NONE-1,-1,-1,-1,-1,-1,-1,-1,-1
01082434,khxh,5.6,4.5,7.5,-1,-1,-1,6.75,3.4,8
01082435,khxh,7.2,5,6.75,-1,-1,-1,7.5,2.4,7.25
01082436,khtn,6.6,4,2.6,5.75,3,5.5,-1,-1,-1
01082437,khxh,7.2,4.75,7.25,-1,-1,-1,6.75,3,7.5
01082438,khxh,8,7.5,5.75,-1,-1,-1,6.25,7.2,7.5
01082439,khtn,7.4,4,7.4,5,3.25,3.5,-1,-1,-1
01082440,khxh,6,4.75,7,-1,-1,-1,6.25,2.8,7.25
01082441,khxh,6.8,4.25,7.25,-1,-1,-1,6.25,2.4,7.25
01082442,khtn,7.4,5,2.4,6.25,3,5.75,-1,-1,-1
01082443,khxh,4,5.5,4.25,-1,-1,-1,5.5,1.6,6.25
01082444,khtn,8.2,7.5,2.4,7.5,3,6.75,-1,-1,-1
01082445,khxh,6.4,4.25,8.75,-1,-1,-1,6.25,3.6,8.5
01082446,khtn,7.8,8.25,4,7.75,3.5,4.25,-1,-1,-1
01082447,khxh,5.4,5.75,7.25,-1,-1,-1,8,3,8.25
01082448,khxh,7,4.75,6.5,-1,-1,-1,6.5,3.2,8.5
01082449,khtn,9,8.5,8.2,4.75,6.25,7,-1,-1,-1
01082450,khxh,7.8,8,8.25,-1,-1,-1,5.75,8,7.5
01082451,khtn,9.2,8.25,4.4,7.75,3.25,5.25,-1,-1,-1
01082452,khxh,5.8,5.25,3.75,-1,-1,-1,4.75,3.4,6.75
01082453,khxh,5.2,5,6.25,-1,-1,-1,5.75,2.6,6.25
01082454,khtn,7.4,7,3.4,6.25,4,6,-1,-1,-1
01082455,khxh,6.4,4.75,8,-1,-1,-1,7.75,3.6,7.25
01082456,khtn,3,3.5,2,4,4.75,4.75,-1,-1,-1
01082457,khxh,3.8,6,6.75,-1,-1,-1,7.75,2,8.25
01082458,khtn,7.8,7.75,8.4,7.5,7.5,6.75,-1,-1,-1
01082459,khxh,8.4,8,7,-1,-1,-1,6,6.6,7.75
01082460,khtn,8,5.75,2.6,6.25,4.5,4.25,-1,-1,-1
01082461,khtn,8.4,5.5,5,7.5,3.25,4.75,-1,-1,-1
01082462,khxh,6.8,8.5,6.75,-1,-1,-1,5,3.4,7.25
01082463,khxh,7.6,7.25,8.25,-1,-1,-1,6.5,4.6,9.75
01082464,khxh,6.8,6.25,4,-1,-1,-1,6.5,3.8,8
01082465,khtn,9,7.5,6,8.5,6.75,6.5,-1,-1,-1
01082466,khxh,6,7.25,6.5,-1,-1,-1,7.25,3.6,8
01082467,khxh,7,7.75,7.5,-1,-1,-1,8,3.6,7.5
01082468,khxh,7.2,6.5,4,-1,-1,-1,5.25,3.6,6.5
01082469,khxh,4.8,6.5,5.75,-1,-1,-1,6,2.4,8
01082470,khxh,7,6,6.5,-1,-1,-1,5.5,3.6,7.5
01082471,khxh,3,4,7,-1,-1,-1,6.75,4.4,7
01082472,khtn,8.8,7.5,6.4,7.25,3.5,8,-1,-1,-1
01082473,khxh,3.4,7,3.75,-1,-1,-1,5.75,2.4,5.5
01082474,khxh,2.6,7.75,5.5,-1,-1,-1,8.5,2,8
01082475,khxh,6.4,7.75,6.75,-1,-1,-1,7.75,2.6,7.25
01082476,khxh,6.6,8.5,5.25,-1,-1,-1,7,2.4,8.25
01082477,khxh,4.8,7.5,6.5,-1,-1,-1,5.25,5.6,8
01082478,khxh,7.4,8.25,8,-1,-1,-1,6.25,5.2,8.25
01082479,khtn,9.2,8.75,6,8.75,5.25,6.5,-1,-1,-1
01082480,khxh,6.2,8.25,7.5,-1,-1,-1,7.5,3.4,7
01082481,khxh,7.2,6,5.75,-1,-1,-1,6,3.2,7.5
01082482,khxh,8,8.25,6.5,-1,-1,-1,6.75,6.8,7.5
01082483,khtn,5.8,3.75,6,4.5,3,5.5,-1,-1,-1
01082484,khtn,9,8.5,4.4,8.25,3.5,4.25,-1,-1,-1
01082485,khxh,7.2,7.25,7.25,-1,-1,-1,7.75,2.2,7.75
01082486,khxh,5.6,4.5,7.25,-1,-1,-1,6.75,3.6,7.75
01082487,khtn,7.6,8.5,4.6,7,4.5,6.25,-1,-1,-1
01082488,khtn,7.8,7,2.4,6.75,3.5,4.75,-1,-1,-1
01082489,khxh,7.8,5.5,5.5,-1,-1,-1,6.5,5.2,7.5
01082490,khxh,6.8,6.75,7.75,-1,-1,-1,7.75,5.4,9
01082491,khtn,7.6,6.75,5.6,8.25,4.75,6.5,-1,-1,-1
01082492,khxh,7.6,3.75,7,-1,-1,-1,6.5,3.6,8.25
01082493,khxh,7.6,7,6.25,-1,-1,-1,5.5,6.8,8.5
01082494,khxh,8.4,6.25,7.75,-1,-1,-1,7,5,9
01082495,khxh,8,6,8.75,-1,-1,-1,9.25,6.8,9.25
01082496,khxh,7.2,5.75,5.25,-1,-1,-1,6.25,4.6,7.25
01082497,khxh,6,4.75,4,-1,-1,-1,5.25,2.2,7
01082498,khxh,3.6,6,4.25,-1,-1,-1,4.75,2,6.5
01082499,khxh,6.2,9,9.75,-1,-1,-1,8.75,5,8
01082500,khxh,8.2,8.25,8.25,-1,-1,-1,8,7,7.75
01082501,khxh,7,6.75,7,-1,-1,-1,6.75,4.4,7.5
01082502,khxh,8.6,7.5,7.75,-1,-1,-1,9,8.6,8
01082503,khxh,8,6.75,3.5,-1,-1,-1,6,5.4,8
01082504,khxh,5.8,7.5,8.75,-1,-1,-1,7.5,4.4,8.5
01082505,khxh,3.4,5.75,4,-1,-1,-1,4.75,1.6,6.5
01082506,khxh,5.8,6.25,5.75,-1,-1,-1,6.25,2.8,7
01082507,khxh,3.6,6.5,5.75,-1,-1,-1,4.75,2.6,4.75
01082508,khxh,8,6.75,9,-1,-1,-1,8.75,6.8,9
01082509,khxh,6.8,6,4.75,-1,-1,-1,7.5,4.4,7
01082510,khtn,5.4,4.5,3.4,4.25,1,6.25,-1,-1,-1
01082511,khxh,7.8,5.25,5,-1,-1,-1,7.25,3.6,7
01082512,khxh,3.6,7.5,3.5,-1,-1,-1,5.25,2.2,6.25
01082513,khxh,5.4,8.25,5.25,-1,-1,-1,5,3.4,5.75
01082514,khxh,3.4,6.25,5.5,-1,-1,-1,5,2.6,6.25
01082515,khxh,3.8,5.5,5.25,-1,-1,-1,6.25,3.6,7
01082516,khxh,3,7.5,4.5,-1,-1,-1,5.5,2.8,7.75
01082517,khxh,3.2,9,5.5,-1,-1,-1,6.5,3.4,7.5
01082518,khxh,3.2,4.25,2,-1,-1,-1,3.75,1.6,3.5
01082519,khxh,6.6,6.25,5.25,-1,-1,-1,6.25,3.4,8.5
01082520,khxh,5.6,8.25,4.75,-1,-1,-1,4.75,3.8,7
01082521,khxh,8.8,8.25,6.75,-1,-1,-1,7.5,8.2,8.5
01082522,khxh,5,8.25,5.5,-1,-1,-1,7,3.2,8
01082523,khxh,8.2,9,6.5,-1,-1,-1,6.25,4.2,8.5
01082524,khxh,3.8,7,4.25,-1,-1,-1,6,3.2,7.75
01082525,khxh,2.6,8.5,7.25,-1,-1,-1,7.75,3.6,8.25
01082526,khxh,5.6,3,5,-1,-1,-1,6,2.8,6
01082527,khxh,4.8,3.5,6.25,-1,-1,-1,6.25,3.4,6.75
01082528,khxh,2.4,4,8.25,-1,-1,-1,7,2.4,7
01082529,khxh,7.6,7,5,-1,-1,-1,5.75,5.8,8
01082530,khxh,5.2,5,4.75,-1,-1,-1,6,2.8,7.25
01082531,khxh,7,4.75,6.5,-1,-1,-1,7.5,2.8,8.5
01082532,khxh,6.6,5.5,8,-1,-1,-1,6,5.8,7.25
01082533,khxh,7.8,3,7,-1,-1,-1,5.5,2.4,6.5
01082534,khxh,7,6,7,-1,-1,-1,7,2.2,7.75
01082535,khxh,4,4.75,6.75,-1,-1,-1,6.75,4.2,8.25
01082536,khxh,6.2,5,4,-1,-1,-1,5.25,2.2,7.25
01082537,khxh,6.4,4,3.5,-1,-1,-1,5.5,2.6,6.5
01082538,khxh,4,6.25,5.75,-1,-1,-1,6.5,3,7.25
01082539,khxh,4.2,6.75,8.75,-1,-1,-1,7,3.2,7.25
01082540,khxh,7.6,8,9,-1,-1,-1,8.5,5.8,8
01082541,khxh,6.6,7,4.75,-1,-1,-1,5.25,3.2,4
01082542,khxh,3.8,5,3.25,-1,-1,-1,6,2.2,5
01082543,khxh,6.4,5.75,7,-1,-1,-1,7.25,2.8,7.25
01082544,khxh,8,6.25,6.75,-1,-1,-1,7.75,5.6,8.5
01082545,khxh,7.4,6,5,-1,-1,-1,6,3.6,6
01082546,khxh,5.6,4.75,3.75,-1,-1,-1,4.25,2.4,5.5
01082547,khxh,3,4,2.75,-1,-1,-1,4,2,5.25
01082548,khxh,2.8,3.75,3.5,-1,-1,-1,5,2.8,4.5
01082549,khxh,6.8,7.5,7,-1,-1,-1,8.25,2.6,6.75
01082550,khxh,8,7.5,6.5,-1,-1,-1,5.75,8.6,8.25
01082551,khxh,4,5.25,2,-1,-1,-1,4.5,2,7
01082552,khxh,5.4,3.75,4,-1,-1,-1,5.25,2.6,6.25
01082553,khxh,8.2,7.5,6.75,-1,-1,-1,6.5,3.2,8.5
01082554,khxh,4.4,6,6,-1,-1,-1,7.25,4.2,7
01082555,khxh,6.8,6.5,9.25,-1,-1,-1,7.5,5.4,8
01082556,khxh,7.4,8,9.5,-1,-1,-1,8.25,3,9
01082557,khxh,6.4,6.75,6.25,-1,-1,-1,6,3.2,7
01082558,khxh,5,6.75,8,-1,-1,-1,4.5,2.2,7
01082559,khxh,8,7,6,-1,-1,-1,7.25,5.6,8.25
01082560,khxh,3.8,6.75,4,-1,-1,-1,5.75,1.6,6.5
01082561,khxh,7.4,8.25,5.5,-1,-1,-1,5.75,3.4,8.25
01082562,khxh,8.2,8.5,7,-1,-1,-1,6.25,6.2,7
01082563,khxh,4.6,4.75,5.75,-1,-1,-1,6.75,3.8,7
01082564,khxh,8.4,7.75,6.75,-1,-1,-1,8.25,4,7.75
01082565,khxh,2.6,3.75,6.5,-1,-1,-1,6,2.6,6.25
01082566,khxh,6.2,7.75,8.5,-1,-1,-1,8.25,1.4,7.25
01082567,khxh,5,6,3.5,-1,-1,-1,6,2,5
01082568,khxh,-1,7.75,-1,-1,-1,-1,7.75,7,-1
01082569,khtn,8.6,-1,-1,8.5,9,2.75,-1,-1,-1
01082570,khtn,6.4,-1,-1,3.75,6.5,3,-1,-1,-1
01082571,khxh,5.2,4.75,-1,-1,-1,-1,7.25,7,-1
01082572,khxh,6.2,5.25,-1,-1,-1,-1,6.25,5.75,-1
01082573,khxh,2.4,2.5,-1,-1,-1,-1,3,3.5,-1
01082574,khtn,7.8,3,6.8,6.5,4.5,5.5,-1,-1,-1
01082575,khtn,8,3.75,4.2,8,4.25,5.75,-1,-1,-1
01082576,khtn,5.2,4.25,4,5.5,2.75,6.25,-1,-1,-1
01082577,khtn,9,8.5,3.8,7.75,3.5,6,-1,-1,-1
01082578,khtn,6,6,3.8,5.25,3.75,6.25,-1,-1,-1
01082579,khxh,4.6,4.25,-1,-1,-1,-1,1.75,5.75,-1
01082580,khtn,4.2,2,4,3.25,2.25,4.75,-1,-1,-1
01082581,khtn,8.6,4.25,7,8.75,3.75,4,-1,-1,-1
01082582,khtn,8.2,3.75,7.4,8.5,4.5,5.5,-1,-1,-1
01082583,khtn,7.6,4.75,3.2,6.75,4.25,4.25,-1,-1,-1
01082584,khxh,-1,5.5,-1,-1,-1,-1,9.75,9,-1
01082585,khxh,-1,4.5,-1,-1,-1,-1,4.5,4.75,-1
01082586,khtn,6.6,3.5,2.8,7.5,4.5,5.25,-1,-1,-1
01082587,khtn,7.8,8.5,2.8,7.25,1.75,4.75,-1,-1,-1
01082588,khxh,2.8,1.75,-1,-1,-1,-1,5.75,5.5,-1
01082589,khxh,3.8,5,-1,-1,-1,-1,4,4.5,-1
01082590,khxh,4.4,3.5,-1,-1,-1,-1,4.5,4.75,-1
01082591,khxh,6.2,3.75,-1,-1,-1,-1,6,6.25,-1
01082592,khtn,9,8.5,3.2,4.75,3.75,6,-1,-1,-1
01082593,khxh,7,5.75,8.5,-1,-1,-1,6.5,2.4,9.25
01082594,khxh,5.2,6.75,6.75,-1,-1,-1,7.5,2.2,7
01082595,khxh,2.6,5.25,-1,-1,-1,-1,4.5,4.25,-1
01082596,khxh,7,7,8.25,-1,-1,-1,7.25,4,8.5
01082597,khtn,7.6,7.5,5.8,6,5.75,6,-1,-1,-1
01082598,khxh,3.8,7,8,-1,-1,-1,7,2.6,6.75
01082599,khxh,3.2,6,3,-1,-1,-1,5,2.8,5.25
01082600,khtn,7.6,2.75,3.2,7,1.75,5.25,-1,-1,-1
01082601,khtn,7.8,7.5,8.4,8,6.5,6.75,-1,-1,-1
01082602,khxh,3.2,5.5,3.5,-1,-1,-1,3.5,2.2,6.75
01082603,khxh,5.4,5.75,6.5,-1,-1,-1,6.75,3.2,6.75
01082604,khxh,8.6,7.25,6.25,-1,-1,-1,6.75,5.2,8
01082605,khxh,3.6,5.25,6.5,-1,-1,-1,5,2.2,6.25
01082606,khxh,7.2,8,4.75,-1,-1,-1,6.25,4.2,8
01082607,khtn,8.2,8.5,4.8,8.25,4,6.25,-1,-1,-1
01082608,khxh,1.8,3.25,-1,-1,-1,-1,4.75,3.25,-1
01082609,khtn,6.2,5,4,3.75,3.5,4.75,-1,-1,-1
01082610,khtn,5.2,5.25,2.2,4.25,4,7.75,-1,-1,-1
01082611,khxh,6,5.75,5,-1,-1,-1,6,3.8,8.5
01082612,khtn,7.2,4.5,3.8,4.75,3,5.25,-1,-1,-1
01082613,khxh,8,6.25,6.75,-1,-1,-1,5.75,2.8,8.25
01082614,khxh,5.6,6.5,7,-1,-1,-1,6.75,3,8.5
01082615,khtn,8.2,3.75,7.6,8.25,3.75,7.25,-1,-1,-1
01082616,khxh,6.8,6.25,6.5,-1,-1,-1,7,4.6,7
01082617,khtn,7.6,8,6,6.25,4.75,7,-1,-1,-1
01082618,khxh,7,6.75,6.75,-1,-1,-1,5.5,3.2,7.75
01082619,khxh,8.2,7.75,7.75,-1,-1,-1,6.25,4.2,7.5
01082620,khxh,6.6,5.5,6.75,-1,-1,-1,8.75,2.2,7.25
01082621,khtn,8.8,8.5,5.2,9,3.5,5.75,-1,-1,-1
01082622,khxh,6.8,6.42,6.5,-1,-1,-1,6.5,4.4,7.25
01082623,khxh,7.4,7.25,8.25,-1,-1,-1,7.75,3.6,9
01082624,khxh,3.6,5,-1,-1,-1,-1,4.25,6.25,-1
01082625,khxh,6.6,8,7.25,-1,-1,-1,5.5,5.6,7.75
01082626,khtn,9,4,6.4,7.75,3.75,6.5,-1,-1,-1
01082627,khxh,2.6,8,4.25,-1,-1,-1,5,2,5.25
01082628,khxh,5.2,5.5,5.5,-1,-1,-1,4.75,1.4,5.5
01082629,khxh,6.8,6,-1,-1,-1,-1,6.25,7,5.75
01082630,khtn,8.4,9,6,8.75,3,7.75,-1,-1,-1
01082631,khxh,6.8,5.75,8.75,-1,-1,-1,8.5,4.8,8.25
01082632,khtn,8.2,6.5,3.8,8,4,6.5,-1,-1,-1
01082633,khxh,5.6,8.25,6.25,-1,-1,-1,6.25,4.4,7.75
01082634,khxh,6.8,5.75,6.5,-1,-1,-1,6,2,8.5
01082635,khxh,7.4,6,5.25,-1,-1,-1,7.25,7.6,7
01082636,khxh,8.2,8.5,5.75,-1,-1,-1,5.5,4.6,8.25
01082637,khxh,5.4,5.75,-1,-1,-1,-1,4.25,6.75,-1
01082638,khtn,8.2,8,6.2,7,2,7.75,-1,-1,-1
01082639,khxh,6.6,8.25,5.5,-1,-1,-1,7,4.2,8.25
01082640,khxh,6.8,8.5,8.25,-1,-1,-1,8.5,4.6,8.75
01082641,khtn,7.4,7.75,3.4,8,4.75,7,-1,-1,-1
01082642,khxh,3.6,7.75,5.75,-1,-1,-1,5,1.8,7
01082643,khxh,2.8,4.5,-1,-1,-1,-1,2.75,4.5,-1
01082644,khxh,7.6,6.5,7.25,-1,-1,-1,6.25,5.4,8.5
01082645,khxh,8,7.75,5.5,-1,-1,-1,6,6,8
01082646,khxh,7,7.5,8.5,-1,-1,-1,7.25,5,9.25
01082647,khxh,7.6,5.75,5,-1,-1,-1,6.25,2.4,8.5
01082648,khxh,5.2,5.25,6.75,-1,-1,-1,7.75,3.6,7.75
01082649,khxh,6.2,8.5,5.75,-1,-1,-1,7.75,3,7.5
01082650,khxh,2.6,3,5.5,-1,-1,-1,5.25,3,5.25
01082651,khxh,7,4,-1,-1,-1,-1,5.75,8.25,-1
01082652,khxh,1.4,7.5,6,-1,-1,-1,6,3.2,7.5
01082653,khxh,6.2,7.5,6.75,-1,-1,-1,6.25,3.8,8.5
01082654,khxh,7.4,4.5,6.5,-1,-1,-1,6.5,4.6,8
01082655,khtn,8.2,4.25,6.8,7.25,5,5.5,-1,-1,-1
01082656,khtn,7,6.25,3.8,7,3.25,5.75,-1,-1,-1
01082657,khxh,2.4,6.25,8,-1,-1,-1,8,2,8.5
01082658,khxh,6.2,5.75,8.25,-1,-1,-1,8.75,2.8,7.75
01082659,khxh,7.2,7,6.25,-1,-1,-1,7,3.6,7.75
01082660,khxh,5.6,4,7.5,-1,-1,-1,6.5,2.6,5.5
01082661,khxh,6.6,5.5,4.75,-1,-1,-1,5.25,1.8,6.25
01082662,khxh,7.2,7,8.75,-1,-1,-1,7.75,4.2,7.25
01082663,khxh,2.8,5.5,-1,-1,-1,-1,5.75,4,-1
01082664,khxh,4.4,6,6.75,-1,-1,-1,5.75,2.4,7.5
01082665,khxh,4,4.75,3.25,-1,-1,-1,5.5,1.6,6
01082666,khxh,4.6,4.25,-1,-1,-1,-1,6.25,5.5,-1
01082667,khxh,7,6.25,8.5,-1,-1,-1,6.5,4,8.25
01082668,khxh,7.6,5.25,6.5,-1,-1,-1,6.75,3.2,7.75
01082669,khxh,5.2,5.75,6.75,-1,-1,-1,6.25,3.6,7
01082670,khtn,8.4,7,3.8,8,3,5,-1,-1,-1
01082671,khxh,2.6,3.25,8.5,-1,-1,-1,6.75,2.8,8.75
01082672,khxh,5,6,7.5,-1,-1,-1,7,3.6,7.5
01082673,khxh,7.8,8.5,7.5,-1,-1,-1,7,6,8.5
01082674,khtn,8,6.25,8.8,8,4.25,5.5,-1,-1,-1
01082675,khxh,2.8,2.25,5.25,-1,-1,-1,4,2.6,5.5
01082676,khxh,4,4.75,3,-1,-1,-1,4.5,2.4,4.5
01082677,khxh,5.4,7.25,6,-1,-1,-1,6,5,9.25
01082678,khtn,9,3,7,7.75,4.5,4,-1,-1,-1
01082679,khxh,6.4,6,-1,-1,-1,-1,4.25,7,-1
01082680,khtn,8.2,7.75,5.8,8,4.75,6.25,-1,-1,-1
01082681,khtn,8.2,8.25,8.8,3.75,5.5,6.5,-1,-1,-1
01082682,khxh,4,6.75,7.5,-1,-1,-1,6.75,5.6,8.25
01082683,khtn,8.2,7.5,6.2,8,4,6,-1,-1,-1
01082684,khxh,3.8,5,6.25,-1,-1,-1,5.25,2,7
01082685,khxh,5.6,4,1.5,-1,-1,-1,5.5,4.2,7.5
01082686,khxh,2.4,6,5.5,-1,-1,-1,5.75,4.4,6.5
01082687,khxh,6.8,7.25,6,-1,-1,-1,6.5,5.2,7.25
01082688,khxh,3.2,4.5,-1,-1,-1,-1,5.5,4.25,-1
01082689,khxh,5.8,7.5,7.5,-1,-1,-1,6.75,2.8,7.25
01082690,khtn,7.8,7,3.2,7.25,2.75,6.25,-1,-1,-1
01082691,khxh,4.8,4.25,4.75,-1,-1,-1,4,2,7.75
01082692,khtn,6.8,4,2,6.75,4,5,-1,-1,-1
01082693,khxh,2.6,5,4.75,-1,-1,-1,6.5,1.6,7.75
01082694,NONE-1,-1,-1,-1,-1,-1,-1,-1,-1
01082695,khxh,6.4,3.75,4.25,-1,-1,-1,5,2,7.25
01082696,khxh,2.8,2.5,-1,-1,-1,-1,3.5,3.5,-1
01082697,khtn,7.4,4.25,4.4,5.5,4,5.92,-1,-1,-1
01082698,khtn,8,7.75,4.2,7.5,8.25,5,-1,-1,-1
01082699,khtn,8,5.25,7.2,7.75,3,4.75,-1,-1,-1
01082700,khxh,2.4,4,5,-1,-1,-1,5.75,2.4,5.5
01082701,khxh,3,3.25,-1,-1,-1,-1,2.75,2.5,-1
01082702,khxh,2.8,4.25,-1,-1,-1,-1,5.75,3.25,-1
01082703,khxh,7.4,4.75,-1,-1,-1,-1,4.5,8,-1
01082704,khtn,7.8,4.25,3.2,3.5,3.5,3.75,-1,-1,-1
01082705,khtn,8.2,4,5.6,7.25,4,4.25,-1,-1,-1
01082706,khtn,6.8,4.5,6.6,5.5,3.5,6,-1,-1,-1
01082707,khxh,6,5,8.75,-1,-1,-1,7.75,3,8.5
01082708,khxh,4.4,5,2.75,-1,-1,-1,6,3.8,6.75
01082709,khxh,7.6,6.5,7,-1,-1,-1,7.25,6,8.5
01082710,khxh,6.4,3.75,3.75,-1,-1,-1,4.75,1.8,6.25
01082711,khxh,5,6.08,4.75,-1,-1,-1,5,3.4,6.75
01082712,khtn,8.2,7.75,3.2,6.25,5.75,6.25,-1,-1,-1
01082713,khtn,7.6,8.5,3.4,8.25,3.5,6,-1,-1,-1
01082714,khxh,4,9,8.5,-1,-1,-1,8.25,5.6,7
01082715,khtn,8.2,6.25,8,8,5.5,6.5,-1,-1,-1
01082716,khxh,8.2,2.75,6.25,-1,-1,-1,7,2.2,7.25
01082717,khxh,-1,3.5,-1,-1,-1,-1,6.25,6.75,-1
01082718,khxh,3,4.25,3,-1,-1,-1,4.5,3,4.75
01082719,khxh,7.2,6.5,5,-1,-1,-1,7.5,4.8,8.25
01082720,khxh,5.8,4.5,5.75,-1,-1,-1,6.75,2.2,8.5
01082721,khxh,7.8,7.75,7.25,-1,-1,-1,7,6,8.5
01082722,khxh,3.4,5,4.75,-1,-1,-1,5.75,3.2,5.75
01082723,khxh,7.2,8,7,-1,-1,-1,4.5,6.6,6.75
01082724,khxh,6.2,5.75,5.75,-1,-1,-1,5.25,2.2,5.5
01082725,khxh,5.8,4.5,3.75,-1,-1,-1,5,2.2,5.75
01082726,khtn,8.6,-1,-1,7.5,7.25,-1,-1,-1,-1
01082727,khxh,4.8,7.5,6.25,-1,-1,-1,6.5,3.8,7.25
01082728,khxh,2.2,1.75,-1,-1,-1,-1,3,3.25,-1
01082729,khtn,7.8,5,2.6,6.75,5.75,6.5,-1,-1,-1
01082730,khxh,5.6,7.75,4,-1,-1,-1,6,2.8,6.5
01082731,khxh,8,8.5,7.5,-1,-1,-1,7.5,8,9
01082732,khxh,5.4,8.5,5.5,-1,-1,-1,7,3,7
01082733,khtn,8,5,7.8,8.5,5,7.5,-1,-1,-1
01082734,khtn,8.2,7,5.6,4,5.5,6,-1,-1,-1
01082735,khtn,8.4,4.25,5.6,7.75,3.5,6.5,-1,-1,-1
01082736,khtn,6.2,2.5,2.8,4.75,5.25,6.5,-1,-1,-1
01082737,khtn,6,4.75,4.4,6.25,3,6.75,-1,-1,-1
01082738,khxh,4.4,5.75,7,-1,-1,-1,6.75,4.6,6.75
01082739,khtn,7.6,5.25,7.8,8,3.75,6,-1,-1,-1
01082740,khtn,8.4,8,6,8.75,5,5.75,-1,-1,-1
01082741,khtn,7.4,6,5.4,5.5,3,4.25,-1,-1,-1
01082742,khtn,8.4,7.5,5.2,7.5,3.25,7,-1,-1,-1
01082743,khtn,8.6,3.75,7.4,6.5,4.25,5.5,-1,-1,-1
01082744,khtn,8.8,8,2.8,7.75,3.75,6.25,-1,-1,-1
01082745,khtn,5.6,1.5,3,3.75,4.25,5.75,-1,-1,-1
01082746,khtn,4.4,4.75,5.6,6,3.25,6.5,-1,-1,-1
01082747,khtn,8.6,8.5,2.4,9,4.75,6.75,-1,-1,-1
01082748,khtn,8.2,8.75,4,6,4,4.75,-1,-1,-1
01082749,khtn,7.8,3.75,8.6,7.75,4.5,5.5,-1,-1,-1
01082750,khtn,8,3,7.2,8.25,3.5,5.5,-1,-1,-1
01082751,khxh,6.2,2.25,6,-1,-1,-1,4.75,1.6,6.75
01082752,khxh,4.8,3.75,4.75,-1,-1,-1,7,3.2,7.25
01082753,khtn,8.2,5.25,6.2,7.25,4.25,4.75,-1,-1,-1
01082754,khxh,7.8,8,6.25,-1,-1,-1,6.25,4.6,7.25
01082755,khxh,3.6,5.75,5.75,-1,-1,-1,6.25,2,5.5
01082756,khxh,6.2,5.5,4.75,-1,-1,-1,6,3.6,8
01082757,khtn,8.4,8.75,3.4,8.25,2,4.5,-1,-1,-1
01082758,khtn,6.6,3.5,2.4,5.75,3.25,5.5,-1,-1,-1
01082759,khxh,5.6,3.75,5.75,-1,-1,-1,6.25,2.8,6
01082760,khxh,3.6,5.75,6.25,-1,-1,-1,5.5,3.6,6.5
01082761,khtn,7.6,4.5,3,6.25,5.25,5.5,-1,-1,-1
01082762,khtn,5.8,2.5,2.8,7.5,4,5,-1,-1,-1
01082763,khtn,7.2,5.75,2.8,6.5,4.25,5.5,-1,-1,-1
01082764,khxh,5.4,2.5,4.75,-1,-1,-1,4.75,3.4,7.25
01082765,khxh,7.8,9.5,8,-1,-1,-1,5.75,6.2,8.25
01082766,khxh,7,3.75,7,-1,-1,-1,4.5,3,8.75
01082767,khxh,7.8,4.75,4.75,-1,-1,-1,6.25,3,8.25
01082768,khtn,8,2,6.8,8.5,3.5,6.5,-1,-1,-1
01082769,khxh,7.2,5.5,4.25,-1,-1,-1,4.25,3.2,6.75
01082770,khtn,6.6,8.25,3.2,5,2.75,4,-1,-1,-1
01082771,khxh,7.8,8.75,4.5,-1,-1,-1,6.75,8.2,7.5
01082772,khxh,6.6,6,6.5,-1,-1,-1,7,5.2,8.25
01082773,khxh,5.8,6.5,6.75,-1,-1,-1,7,3.6,7.25
01082774,khxh,6,8.75,9.5,-1,-1,-1,8.75,3,9
01082775,khxh,3.4,3.5,3.75,-1,-1,-1,4,2.2,6.25
01082776,khtn,8,8,3.2,9,3.5,6.5,-1,-1,-1
01082777,khxh,5.2,8.25,5.5,-1,-1,-1,6.25,4,7.75
01082778,khxh,6.8,7.5,6.5,-1,-1,-1,5,5.4,9.25
01082779,khxh,7,5.75,6.25,-1,-1,-1,5.75,3.4,8.5
01082780,khtn,8,7.75,2.4,7.75,4.5,6.75,-1,-1,-1
01082781,khxh,8,6.25,7.25,-1,-1,-1,8.25,4.2,8.75
01082782,khxh,5,5.75,3.5,-1,-1,-1,6,3.2,6.25
01082783,khxh,6.4,5,4.5,-1,-1,-1,5.5,4,7.25
01082784,khxh,8.4,8.5,8.5,-1,-1,-1,7.5,8.2,8.5
01082785,khtn,8.4,7.25,6,7,5.25,5.67,-1,-1,-1
01082786,khtn,7,7.25,4.2,7.25,4.5,6.25,-1,-1,-1
01082787,khxh,6,4.5,4.75,-1,-1,-1,7.5,3.6,6
01082788,khtn,8,7.75,7.4,5,4.25,8.25,-1,-1,-1
01082789,khxh,5.4,9.5,7.25,-1,-1,-1,6.75,5.4,7.75
01082790,khxh,7.8,5.5,8,-1,-1,-1,7.75,7,8.75
01082791,khtn,7.4,8,5.2,5.75,5,6.25,-1,-1,-1
01082792,khtn,9,4.75,7.4,8,3.75,7.5,-1,-1,-1
01082793,khxh,8.2,8.25,7.75,-1,-1,-1,7.5,7.4,8.25
01082794,khtn,7.4,8.75,5.2,8.5,3.25,7.5,-1,-1,-1
01082795,khxh,8.6,8,6,-1,-1,-1,6.75,7,8
